age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,note_evaluation_precedente,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Consulting,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,frequence_deplacement_encoded,rapport_revenu_experience,sous_paye,satisfaction_generale,demotivation_importante,stagnation_poste
57,0,1.618,3,32,1,0.333,0.667,0,0.12,0,1,3,29,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.049,0,0.5,0,0.0
50,0,2.24,0,28,27,0.333,0.667,0,0.15,0,1,2,29,4,15,7,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.077,0,0.5,0,0.625
30,1,-0.837,0,12,11,0.667,0.667,0,0.14,0,0,2,2,3,6,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.064,1,0.6667500000000001,0,1.0
60,1,0.8,4,22,18,0.333,0.667,0,0.19,0,0,5,28,3,13,11,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0.035,0,0.66675,0,0.929
47,1,-0.304,5,20,5,0.667,0.667,0,0.13,0,3,2,2,2,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-0.014,0,0.5835,0,0.0
46,0,2.413,6,26,3,0.667,0.667,0,0.13,0,0,2,2,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.089,0,0.3335,0,2.0
35,0,-0.483,0,6,5,0.0,0.667,0,0.15,0,0,2,22,3,4,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.069,1,0.7502500000000001,0,0.8
54,1,-0.579,7,19,1,0.667,0.667,0,0.11,0,0,3,8,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.029,0,0.667,0,0.0
34,0,-0.794,3,14,7,0.333,0.667,0,0.12,0,1,3,2,4,5,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.053,0,0.7502500000000001,0,0.5
46,1,0.546,2,15,3,0.333,0.667,1,0.19,0,1,3,10,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.034,0,0.7502500000000001,0,1.0
31,0,0.881,1,13,13,0.667,1.0,0,0.25,0,1,6,9,1,0,8,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.063,0,0.75,0,8.0
33,0,1.51,7,15,7,0.667,0.667,1,0.12,1,0,2,15,1,7,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.094,0,0.75,0,0.75
33,0,-0.658,7,8,4,0.0,0.667,0,0.13,1,3,2,10,1,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.073,1,0.41675,0,1.5
30,0,-0.748,0,4,3,0.667,0.667,0,0.14,0,0,3,7,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.15,1,0.5,0,1.0
35,0,0.24,4,10,8,0.667,0.667,1,0.12,0,0,2,16,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.022,0,0.7502500000000001,0,7.0
31,0,0.706,3,12,1,0.667,0.667,0,0.12,1,0,2,20,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0.054,0,0.3335,0,0.0
34,1,0.732,9,11,3,0.667,0.667,1,0.15,1,3,2,23,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0.061,0,0.41675,0,2.0
42,0,-0.937,4,8,2,0.667,0.667,0,0.17,0,1,4,5,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-0.104,1,0.66675,0,0.667
36,0,0.739,1,10,10,0.667,0.667,0,0.14,0,0,3,10,4,9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.067,0,0.6665000000000001,0,0.3
22,0,-0.554,5,4,2,0.333,0.667,0,0.16,1,0,3,4,1,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,-0.111,1,0.667,0,1.0
48,1,-0.521,2,14,9,0.667,0.667,0,0.14,0,1,2,2,5,6,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.035,0,0.5,0,1.0
55,1,2.195,3,37,10,0.667,1.0,0,0.23,0,0,2,18,5,7,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.058,0,0.5,0,1.125
41,0,-0.058,7,16,14,0.667,0.667,0,0.14,0,0,3,10,2,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.003,0,0.91675,0,1.5
35,0,-0.379,9,15,11,0.667,0.667,0,0.11,0,0,2,1,3,6,9,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.024,0,0.5835,0,1.286
40,1,1.431,7,22,20,0.667,0.667,0,0.15,0,0,3,6,3,5,13,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.062,0,0.5835,0,1.0
39,1,-0.584,1,8,8,0.667,0.667,0,0.11,0,1,3,8,1,0,7,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,-0.065,1,0.5002500000000001,0,3.0
31,0,0.017,4,10,6,0.667,0.667,1,0.13,0,0,2,2,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.002,0,0.75,0,5.0
42,0,0.192,1,10,10,0.667,1.0,1,0.21,0,1,5,24,3,5,8,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.017,0,0.58325,0,1.5
45,0,-0.361,0,9,8,0.667,0.667,0,0.19,0,1,3,2,3,3,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.036,0,0.6665,0,1.75
26,1,-0.799,0,8,7,0.667,0.667,1,0.11,1,1,2,17,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,-0.089,1,0.4165,0,3.5
29,0,-0.476,4,8,3,0.667,0.667,0,0.12,0,2,2,19,3,1,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-0.053,0,0.83325,0,1.0
33,1,2.057,4,10,6,1.0,0.667,0,0.19,0,1,2,1,5,0,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.187,0,0.5002500000000001,0,1.0
31,0,1.074,9,10,5,0.333,1.0,0,0.21,0,1,3,7,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.098,0,0.6667500000000001,0,4.0
18,0,-0.983,1,0,0,0.667,0.667,1,0.14,1,0,3,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,-0.983,1,0.58325,0,0.0
40,0,0.941,3,20,1,0.0,0.667,0,0.15,0,1,2,28,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0.5002500000000001,0,0.0
41,1,0.065,2,10,8,0.333,0.667,1,0.17,0,0,3,2,4,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.006,0,0.3335,0,7.0
26,0,-0.467,5,8,0,0.667,0.667,0,0.12,0,2,5,29,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.052,0,0.3335,0,0.0
35,1,-0.349,1,5,5,0.667,0.667,0,0.16,0,0,3,1,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.058,1,0.5835,0,4.0
34,0,-0.248,1,10,10,1.0,0.667,0,0.12,0,0,3,21,4,5,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.023,0,0.91675,0,1.167
26,0,-0.885,1,1,1,0.0,0.667,1,0.18,1,0,3,24,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.442,1,0.5,0,0.0
37,1,0.21,4,12,6,0.667,0.667,0,0.17,0,0,3,1,3,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.016,0,0.83325,0,2.5
46,1,0.855,5,28,2,0.667,0.667,0,0.11,0,0,3,18,1,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0.029,0,0.5,0,1.0
41,1,2.144,7,22,18,0.667,0.667,0,0.16,0,1,2,2,5,11,8,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.093,0,0.33325000000000005,0,1.333
37,0,0.495,1,9,9,0.667,0.667,0,0.13,0,1,6,9,4,7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.5,0,0.625
52,0,-0.197,3,18,10,0.667,0.667,1,0.12,0,2,3,6,2,6,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.01,0,0.5,0,1.286
32,0,-0.382,8,6,4,1.0,0.667,0,0.12,1,0,2,11,4,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.055,1,0.8334999999999999,0,1.0
24,0,-0.872,0,3,2,0.667,0.667,0,0.13,0,2,3,24,3,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,-0.218,1,0.8334999999999999,0,0.667
38,1,0.706,3,18,1,0.667,0.667,0,0.19,0,1,4,10,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.037,0,0.667,0,0.0
37,1,-0.012,6,8,6,0.667,0.667,0,0.12,0,1,2,1,4,4,3,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.001,0,0.333,0,1.0
49,0,2.762,1,31,31,0.333,0.667,1,0.17,0,1,5,18,4,0,9,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.086,0,0.7502500000000001,0,9.0
24,0,-0.803,1,6,6,1.0,0.667,1,0.11,0,2,3,23,3,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.115,1,0.58325,0,2.5
26,0,-0.049,1,6,5,0.667,1.0,0,0.2,0,2,5,28,2,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.007,0,0.58325,0,1.5
24,0,-0.93,1,1,1,0.333,1.0,0,0.21,0,1,2,17,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.465,1,0.75,0,0.0
50,0,2.485,1,32,32,0.667,0.667,0,0.11,0,1,2,3,3,10,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0.075,0,0.41675,0,0.455
25,0,-0.936,1,7,7,0.667,0.667,0,0.11,0,0,1,13,1,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-0.117,1,0.5835,0,4.0
24,1,-0.769,1,6,6,0.667,0.667,1,0.16,1,1,4,7,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,-0.11,1,0.5835,0,1.5
30,0,-0.95,1,1,1,0.333,0.667,0,0.18,1,1,2,12,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,-0.475,1,0.5,0,0.0
34,0,-0.612,1,6,6,0.333,0.667,1,0.13,0,1,3,1,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.087,1,0.75,0,2.5
31,0,-0.482,2,9,3,0.667,0.667,0,0.17,1,0,2,13,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.048,0,0.25,0,0.5
35,0,-0.6,4,9,3,0.333,0.667,0,0.14,0,0,3,25,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.06,1,0.66675,0,2.0
31,0,-0.222,4,13,7,1.0,1.0,0,0.22,0,2,4,6,4,5,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.016,0,0.75,0,1.167
27,1,-0.917,0,6,5,0.333,0.667,0,0.12,0,2,5,6,4,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.131,1,0.41675,0,3.0
37,0,0.658,4,17,3,0.667,0.667,1,0.11,0,1,3,2,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.037,0,0.6667500000000001,0,0.0
20,1,-0.779,1,1,1,0.333,0.667,0,0.13,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.39,1,0.83325,0,0.0
42,1,-0.513,1,10,10,0.667,0.667,0,0.13,0,2,4,2,4,2,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.047,0,0.66675,0,0.667
43,0,2.151,4,21,1,0.333,0.667,1,0.14,0,1,3,6,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.098,0,0.58325,0,0.0
38,1,-0.825,3,8,0,0.667,0.667,0,0.17,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.092,1,0.5,0,0.0
43,0,-0.175,3,10,8,0.667,0.667,1,0.13,0,1,3,9,5,4,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,-0.016,0,0.66675,0,1.4
48,1,1.891,7,21,3,0.333,0.667,0,0.11,0,1,3,1,4,0,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.086,0,0.25,0,2.0
44,1,-0.11,4,10,2,0.333,0.667,0,0.11,0,0,1,1,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.01,0,0.5,0,2.0
34,1,-0.834,1,8,8,0.667,0.667,1,0.18,0,2,3,14,3,0,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.093,1,0.7502500000000001,0,2.0
27,0,-0.736,0,5,4,0.667,0.667,0,0.11,1,1,3,2,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.123,1,0.41675,0,3.0
21,0,-0.649,1,3,3,0.667,0.667,0,0.11,0,0,2,22,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.162,1,0.667,0,1.0
44,0,2.764,4,26,2,0.667,0.667,1,0.12,0,1,2,3,4,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.102,0,0.75,0,2.0
22,0,-0.793,0,3,2,0.667,1.0,0,0.2,0,0,3,6,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.198,1,0.5835,0,0.667
33,0,0.128,0,6,5,0.667,0.667,0,0.12,0,0,3,8,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.018,0,0.7502500000000001,0,0.0
32,1,-0.038,1,6,6,0.667,0.667,1,0.12,0,1,2,9,4,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.005,0,0.58325,0,4.0
30,1,-0.939,1,1,1,0.667,1.0,0,0.2,0,1,2,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-0.47,1,0.667,0,0.0
53,1,0.399,7,18,14,0.667,1.0,0,0.2,0,0,2,1,1,8,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.021,0,0.75,0,0.778
34,0,-0.81,1,10,10,0.667,0.667,0,0.12,0,1,4,1,5,8,8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.074,1,0.6665000000000001,0,1.0
45,1,-0.471,2,5,1,0.667,0.667,0,0.14,1,2,4,26,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.078,1,0.41675,0,1.0
26,1,-0.817,1,3,3,0.667,0.667,1,0.13,0,1,2,6,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.204,1,0.7502500000000001,0,2.0
37,0,0.623,1,10,10,0.667,0.667,0,0.15,0,1,2,3,3,7,8,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.057,0,0.667,0,0.875
29,1,-0.2,1,6,6,0.667,0.667,0,0.14,0,1,5,3,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.029,0,0.33325,0,0.0
35,0,0.03,1,17,17,0.0,0.667,0,0.13,0,0,3,6,4,11,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.002,0,0.58325,0,0.917
33,0,0.26,3,15,13,0.667,1.0,0,0.23,0,1,2,6,3,4,7,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0.016,0,0.5835,0,2.2
54,0,0.897,2,16,9,0.667,0.667,0,0.15,0,1,1,19,4,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.053,0,0.66675,0,0.875
36,0,0.498,2,13,3,0.333,0.667,1,0.11,0,1,2,9,2,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.036,0,0.5,0,2.0
27,0,-0.947,0,5,4,0.333,0.667,0,0.13,0,0,0,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.158,1,0.66675,0,1.0
20,0,-1.167,1,1,1,0.667,0.667,1,0.11,1,0,5,10,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.584,1,0.8334999999999999,0,0.0
33,0,-0.67,1,10,10,0.667,0.667,1,0.11,1,0,3,3,3,9,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.061,1,0.16675,0,0.8
35,0,-1.11,1,1,1,0.333,0.667,0,0.18,0,2,3,3,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.555,1,0.667,0,0.0
23,0,-0.783,2,5,3,1.0,0.667,0,0.16,0,1,3,4,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.13,1,0.25,1,2.0
25,0,-0.351,0,4,3,1.0,1.0,0,0.22,0,1,4,8,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.07,1,0.66675,0,1.0
38,1,-0.526,0,8,7,0.333,1.0,0,0.2,0,0,2,7,4,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.058,1,0.66675,0,7.0
29,0,-0.804,1,10,10,0.0,0.667,0,0.18,0,1,5,1,4,2,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.073,1,0.75,0,2.333
48,0,0.344,3,12,2,1.0,0.667,0,0.12,0,0,3,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.026,0,0.58325,0,0.667
27,1,-0.394,1,6,6,1.0,1.0,1,0.2,0,2,3,3,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,-0.056,1,0.75,0,5.0
37,0,-0.387,3,4,1,1.0,0.667,0,0.17,0,0,2,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.077,1,0.66675,0,0.0
50,0,-0.697,1,20,20,1.0,0.667,1,0.11,0,3,3,28,1,3,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.033,0,0.7502500000000001,0,2.0
34,1,0.45,1,9,8,0.333,0.667,0,0.14,0,0,3,9,3,7,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.045,0,0.6665,0,0.875
24,1,-0.409,9,4,2,0.667,0.667,0,0.14,1,0,3,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.082,1,0.3335,0,0.667
39,1,-0.414,1,20,20,0.333,0.667,0,0.11,0,0,4,2,4,11,10,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.02,0,0.5835,0,0.583
32,0,-0.235,1,10,10,0.667,0.667,0,0.12,0,0,2,10,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.021,0,0.83325,0,7.0
50,0,0.062,3,18,4,0.667,0.667,1,0.14,1,1,4,8,2,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0.003,0,0.41675,0,1.5
38,1,0.238,0,10,9,1.0,0.667,0,0.13,0,0,4,1,4,1,8,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.022,0,0.58325,0,3.5
27,1,0.193,1,9,9,0.667,0.667,0,0.11,0,0,3,1,2,0,7,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.019,0,0.5835,0,7.0
32,1,0.989,3,10,7,0.667,0.667,0,0.15,0,0,6,3,2,7,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.09,0,0.8334999999999999,0,0.875
47,0,-0.328,2,20,7,0.667,0.667,0,0.12,0,0,2,14,4,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.016,0,0.66675,0,3.5
40,0,0.844,5,20,18,0.333,1.0,1,0.21,0,1,2,5,4,1,12,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0.04,0,0.5835,0,6.5
53,0,1.766,3,32,5,1.0,0.667,0,0.19,0,0,3,7,3,1,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.054,0,0.667,0,0.5
41,0,2.685,3,23,21,0.333,0.667,0,0.15,0,3,2,10,4,12,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.112,0,0.49974999999999997,0,0.462
60,0,-0.233,8,10,2,0.667,0.667,0,0.14,0,0,1,16,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.021,0,0.41675,0,0.667
27,0,0.487,1,9,9,0.667,1.0,0,0.21,0,2,4,10,2,1,7,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0.049,0,0.5,0,3.5
41,0,2.696,1,22,22,0.333,0.667,0,0.12,0,1,3,1,3,2,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.117,0,0.66675,0,2.333
50,0,-0.558,7,4,2,0.667,0.667,0,0.15,0,1,2,8,4,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.112,1,0.75,0,0.667
28,1,-0.911,7,10,7,0.0,0.667,1,0.13,1,0,4,1,2,3,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.083,1,0.5,0,1.75
36,1,1.107,9,10,8,1.0,0.667,0,0.14,0,1,2,8,3,0,5,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.101,0,0.16675,1,7.0
38,1,0.289,4,10,1,0.667,0.667,1,0.14,0,0,4,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.026,0,0.8335,0,0.0
44,0,-0.594,2,9,5,0.0,0.667,0,0.14,0,0,5,24,3,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.059,1,0.5002500000000001,0,1.0
47,1,1.544,9,28,22,0.667,0.667,1,0.12,0,2,2,3,3,11,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0.053,0,0.75,0,0.167
30,0,-0.255,7,10,8,0.667,1.0,0,0.23,0,1,2,27,5,7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.023,0,0.75,0,0.875
29,0,-0.82,1,1,1,0.667,0.667,0,0.11,0,0,6,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.41,1,0.667,0,0.0
42,0,-0.796,6,7,2,1.0,0.667,1,0.12,1,0,2,19,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-0.1,1,0.7502500000000001,0,0.667
43,0,0.064,3,7,2,0.333,0.667,0,0.18,0,1,5,15,3,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0.008,0,0.8334999999999999,0,0.667
34,1,-0.077,3,10,5,0.667,0.667,0,0.11,0,0,2,8,2,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-0.007,0,0.66675,0,0.2
23,0,-0.851,1,5,4,0.667,0.667,0,0.14,0,1,2,9,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.142,1,0.58325,0,3.0
39,1,-0.024,9,12,8,1.0,0.667,0,0.15,0,1,3,3,3,3,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-0.002,0,0.41675,1,0.75
56,0,0.977,7,30,10,0.667,0.667,0,0.11,0,0,1,9,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.032,0,0.6667500000000001,0,3.5
40,1,-0.884,0,5,4,0.333,1.0,1,0.2,0,0,2,2,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.147,1,0.83325,0,0.667
27,1,0.065,8,9,7,0.333,0.667,0,0.19,0,0,2,7,3,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.007,0,0.25,0,6.0
29,0,-0.894,1,2,2,0.667,0.667,0,0.14,0,2,2,10,3,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.298,1,0.75,0,0.667
53,0,-0.861,2,19,2,0.667,0.667,0,0.17,0,0,4,6,3,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.043,0,0.91675,0,0.667
35,1,-0.3,2,16,1,0.667,0.667,0,0.11,0,1,2,2,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.018,0,0.5,0,0.0
32,0,-0.254,1,10,10,0.667,0.667,0,0.15,0,2,2,24,4,4,7,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,-0.023,0,0.66675,0,1.6
38,0,-0.732,6,6,1,0.667,0.667,1,0.13,0,1,0,2,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.105,1,0.5,0,0.0
34,1,-0.294,3,7,0,0.667,0.667,0,0.14,0,1,3,8,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.037,0,0.41675,0,0.0
52,0,2.2,1,34,34,0.333,0.667,0,0.11,0,0,3,3,4,1,16,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.063,0,0.41675,0,3.0
33,0,-0.811,1,10,10,0.667,0.667,1,0.13,1,0,2,1,4,7,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.074,1,0.75,0,1.125
25,1,-0.069,1,6,6,0.667,1.0,0,0.23,0,0,5,26,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.01,0,0.58325,0,2.5
45,0,0.027,0,9,8,0.0,0.667,0,0.13,0,0,3,2,2,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.003,0,0.41675,0,1.75
23,0,-0.637,1,2,2,1.0,0.667,0,0.18,0,0,3,10,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.212,1,0.5835,0,2.0
47,1,-0.023,4,8,5,1.0,0.667,1,0.12,1,0,2,27,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.003,0,0.66675,0,2.0
