age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,note_evaluation_precedente,niveau_hierarchique_poste,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Consulting,departement_Ressources Humaines,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,rapport_revenu_experience,sous_paye,satisfaction_generale,demotivation_importante,stagnation_poste
25,1,-0.435,1,5,5,4,0.333,2,0.667,1,0.11,0,0,3,4,2,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.072,1,0.58325,0,2.0
37,1,-0.444,3,15,13,11,0.667,2,0.667,1,0.15,0,2,2,25,5,0,10,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.028,0,0.41675,0,1.0
31,0,-0.937,1,4,4,2,0.333,1,0.667,0,0.12,0,1,3,1,2,1,3,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.187,1,0.5835,0,0.5
39,0,2.515,1,21,21,8,0.667,5,0.667,1,0.14,0,1,3,1,1,2,1,6,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.114,0,0.5835,0,4.0
56,1,1.495,9,36,7,7,1.0,4,0.667,0,0.11,0,3,0,6,3,2,7,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.04,0,0.5,0,0.875
30,1,0.027,0,6,5,4,0.667,2,0.667,0,0.11,0,0,6,12,3,1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.004,0,0.5,0,0.8
41,0,0.429,1,10,10,7,1.0,3,0.667,0,0.16,0,1,2,1,3,1,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.039,0,0.41675,1,7.0
28,0,-0.42,1,10,10,0,0.667,2,0.667,0,0.12,0,1,2,17,2,1,1,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.038,0,0.5835,0,0.0
25,0,-0.536,5,6,2,2,0.667,1,0.667,0,0.13,1,1,5,3,3,1,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.077,1,0.3335,0,2.0
52,0,0.335,2,28,5,4,0.333,3,0.667,1,0.14,0,0,4,3,3,1,0,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.012,0,0.7502500000000001,0,4.0
45,0,-0.841,3,8,2,2,0.667,1,1.0,0,0.21,0,2,3,10,2,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.093,1,0.58325,0,2.0
52,1,2.235,2,31,5,2,0.667,4,0.667,0,0.13,0,0,2,4,2,1,1,4,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.07,0,0.75,0,1.0
42,1,-0.42,2,19,5,4,0.667,2,0.667,0,0.11,0,1,3,29,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.021,0,0.41675,0,4.0
30,1,-0.08,2,11,5,4,0.0,2,1.0,0,0.2,0,0,2,2,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.007,0,0.7502500000000001,0,4.0
60,1,2.515,5,33,29,8,0.667,5,0.667,0,0.11,0,0,5,7,3,1,11,10,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.074,0,0.25,0,0.667
46,1,-0.364,2,19,10,7,0.667,2,0.667,0,0.14,0,1,5,18,3,1,0,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.018,0,0.5835000000000001,0,7.0
42,1,-0.427,0,7,6,5,0.333,2,0.667,0,0.11,0,3,4,28,4,2,0,4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.053,0,1.0,0,5.0
24,1,-0.72,1,6,5,3,0.667,1,0.667,1,0.16,1,0,4,1,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.103,1,0.33325000000000005,0,1.5
34,1,-0.908,0,3,2,2,0.0,1,0.667,0,0.16,1,1,3,6,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.227,1,0.75,0,1.0
38,0,-0.964,1,1,1,0,0.667,1,1.0,1,0.23,0,1,3,2,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.482,1,0.8334999999999999,0,0.0
40,1,2.515,0,21,20,15,0.667,5,0.667,0,0.14,0,0,2,2,4,1,1,12,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.114,0,0.7502500000000001,0,7.5
26,1,-0.79,1,3,3,2,0.667,1,1.0,0,0.22,0,2,3,23,3,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.198,1,0.33325,0,2.0
30,0,-0.964,4,9,5,3,0.667,1,0.667,0,0.15,0,1,3,3,3,0,1,4,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.096,1,0.5835,0,1.5
29,0,1.212,1,10,10,2,0.333,3,0.667,0,0.18,0,0,2,3,4,1,0,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.11,0,0.5835,0,2.0
29,1,-0.865,5,6,2,2,0.333,1,0.667,0,0.16,1,0,2,25,5,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.124,1,0.58325,0,1.0
19,0,-0.861,1,1,1,0,0.333,1,0.667,0,0.12,1,0,3,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,-0.43,1,0.66675,0,0.0
30,1,0.433,0,10,9,8,0.667,3,0.667,0,0.11,0,0,3,22,4,0,7,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0.5002500000000001,0,1.0
57,0,1.695,3,32,1,0,0.333,4,0.667,0,0.12,0,1,3,29,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.051,0,0.5,0,0.0
50,0,2.343,0,28,27,10,0.333,4,0.667,0,0.15,0,1,2,29,4,1,15,7,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.081,0,0.5,0,0.625
30,1,-0.861,0,12,11,7,0.667,1,0.667,0,0.14,0,0,2,2,3,0,6,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.066,1,0.6667500000000001,0,1.0
60,1,0.843,4,22,18,13,0.333,3,0.667,0,0.19,0,0,5,28,3,2,13,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.037,0,0.66675,0,0.929
47,1,-0.306,5,20,5,0,0.667,2,0.667,0,0.13,0,3,2,2,2,1,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.015,0,0.5835,0,0.0
46,0,2.515,6,26,3,2,0.667,4,0.667,0,0.13,0,0,2,2,3,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.093,0,0.3335,0,2.0
35,0,-0.492,0,6,5,4,0.0,1,0.667,0,0.15,0,0,2,22,3,1,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.07,1,0.7502500000000001,0,0.8
54,1,-0.592,7,19,1,0,0.667,2,0.667,0,0.11,0,0,3,8,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.03,0,0.667,0,0.0
34,0,-0.816,3,14,7,3,0.333,1,0.667,0,0.12,0,1,3,2,4,1,5,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.054,0,0.7502500000000001,0,0.5
46,1,0.579,2,15,3,2,0.333,3,0.667,1,0.19,0,1,3,10,3,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.036,0,0.7502500000000001,0,1.0
31,0,0.928,1,13,13,8,0.667,3,1.0,0,0.25,0,1,6,9,1,1,0,8,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.066,0,0.75,0,8.0
33,0,1.583,7,15,7,6,0.667,3,0.667,1,0.12,1,0,2,15,1,1,7,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.099,0,0.75,0,0.75
33,0,-0.674,7,8,4,3,0.0,1,0.667,0,0.13,1,3,2,10,1,1,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.075,1,0.41675,0,1.5
30,0,-0.768,0,4,3,2,0.667,1,0.667,0,0.14,0,0,3,7,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.154,1,0.5,0,1.0
35,0,0.26,4,10,8,7,0.667,3,0.667,1,0.12,0,0,2,16,3,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.024,0,0.7502500000000001,0,7.0
31,0,0.745,3,12,1,0,0.667,3,0.667,0,0.12,1,0,2,20,3,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.057,0,0.3335,0,0.0
34,1,0.773,9,11,3,2,0.667,3,0.667,1,0.15,1,3,2,23,3,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.064,0,0.41675,0,2.0
42,0,-0.964,4,8,2,2,0.667,1,0.667,0,0.17,0,1,4,5,2,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.107,1,0.66675,0,0.667
36,0,0.78,1,10,10,3,0.667,3,0.667,0,0.14,0,0,3,10,4,0,9,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.071,0,0.6665000000000001,0,0.3
22,0,-0.567,5,4,2,2,0.333,1,0.667,0,0.16,1,0,3,4,1,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.113,1,0.667,0,1.0
48,1,-0.532,2,14,9,7,0.667,2,0.667,0,0.14,0,1,2,2,5,1,6,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.035,0,0.5,0,1.0
55,1,2.296,3,37,10,9,0.667,4,1.0,0,0.23,0,0,2,18,5,1,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.06,0,0.5,0,1.125
41,0,-0.05,7,16,14,3,0.667,2,0.667,0,0.14,0,0,3,10,2,0,1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.003,0,0.91675,0,1.5
35,0,-0.384,9,15,11,9,0.667,2,0.667,0,0.11,0,0,2,1,3,1,6,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.024,0,0.5835,0,1.286
40,1,1.5,7,22,20,6,0.667,4,0.667,0,0.15,0,0,3,6,3,1,5,13,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.065,0,0.5835,0,1.0
39,1,-0.597,1,8,8,3,0.667,1,0.667,0,0.11,0,1,3,8,1,2,0,7,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.066,1,0.5002500000000001,0,3.0
31,0,0.028,4,10,6,5,0.667,2,0.667,1,0.13,0,0,2,2,1,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.003,0,0.75,0,5.0
42,0,0.21,1,10,10,9,0.667,3,1.0,1,0.21,0,1,5,24,3,1,5,8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.019,0,0.58325,0,1.5
45,0,-0.365,0,9,8,7,0.667,2,0.667,0,0.19,0,1,3,2,3,1,3,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.036,0,0.6665,0,1.75
26,1,-0.822,0,8,7,7,0.667,1,0.667,1,0.11,1,1,2,17,4,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.091,1,0.4165,0,3.5
29,0,-0.485,4,8,3,2,0.667,2,0.667,0,0.12,0,2,2,19,3,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-0.054,0,0.83325,0,1.0
33,1,2.152,4,10,6,1,1.0,4,0.667,0,0.19,0,1,2,1,5,1,0,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.196,0,0.5002500000000001,0,1.0
31,0,1.129,9,10,5,4,0.333,3,1.0,0,0.21,0,1,3,7,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.103,0,0.6667500000000001,0,4.0
18,0,-0.964,1,0,0,0,0.667,1,0.667,1,0.14,1,0,3,5,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.964,1,0.58325,0,0.0
40,0,0.991,3,20,1,0,0.0,3,0.667,0,0.15,0,1,2,28,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0.5002500000000001,0,0.0
41,1,0.079,2,10,8,7,0.333,2,0.667,1,0.17,0,0,3,2,4,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.007,0,0.3335,0,7.0
26,0,-0.475,5,8,0,0,0.667,2,0.667,0,0.12,0,2,5,29,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.053,0,0.3335,0,0.0
35,1,-0.353,1,5,5,4,0.667,2,0.667,0,0.16,0,0,3,1,3,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.059,1,0.5835,0,4.0
34,0,-0.247,1,10,10,7,1.0,2,0.667,0,0.12,0,0,3,21,4,1,5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.022,0,0.91675,0,1.167
26,0,-0.91,1,1,1,0,0.0,1,0.667,1,0.18,1,0,3,24,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.455,1,0.5,0,0.0
37,1,0.229,4,12,6,5,0.667,3,0.667,0,0.17,0,0,3,1,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.018,0,0.83325,0,2.5
46,1,0.901,5,28,2,2,0.667,3,0.667,0,0.11,0,0,3,18,1,2,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.031,0,0.5,0,1.0
41,1,2.243,7,22,18,16,0.667,4,0.667,0,0.16,0,1,2,2,5,1,11,8,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.098,0,0.33325000000000005,0,1.333
37,0,0.526,1,9,9,5,0.667,3,0.667,0,0.13,0,1,6,9,4,0,7,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.053,0,0.5,0,0.625
52,0,-0.194,3,18,10,9,0.667,2,0.667,1,0.12,0,2,3,6,2,1,6,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.01,0,0.5,0,1.286
32,0,-0.387,8,6,4,2,1.0,2,0.667,0,0.12,1,0,2,11,4,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.055,1,0.8334999999999999,0,1.0
24,0,-0.897,0,3,2,2,0.667,1,0.667,0,0.13,0,2,3,24,3,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.224,1,0.8334999999999999,0,0.667
38,1,0.745,3,18,1,0,0.667,2,0.667,0,0.19,0,1,4,10,3,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.039,0,0.667,0,0.0
37,1,-0.002,6,8,6,5,0.667,2,0.667,0,0.12,0,1,2,1,4,1,4,3,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.0,0,0.333,0,1.0
49,0,2.515,1,31,31,9,0.333,5,0.667,1,0.17,0,1,5,18,4,1,0,9,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.079,0,0.7502500000000001,0,9.0
24,0,-0.825,1,6,6,5,1.0,1,0.667,1,0.11,0,2,3,23,3,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.118,1,0.58325,0,2.5
26,0,-0.04,1,6,5,3,0.667,2,1.0,0,0.2,0,2,5,28,2,1,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.006,0,0.58325,0,1.5
24,0,-0.957,1,1,1,0,0.333,1,1.0,0,0.21,0,1,2,17,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.478,1,0.75,0,0.0
50,0,2.515,1,32,32,5,0.667,5,0.667,0,0.11,0,1,2,3,3,2,10,7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.076,0,0.41675,0,0.455
25,0,-0.964,1,7,7,4,0.667,1,0.667,0,0.11,0,0,1,13,1,1,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.12,1,0.5835,0,4.0
24,1,-0.79,1,6,6,3,0.667,1,0.667,1,0.16,1,1,4,7,3,2,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.113,1,0.5835,0,1.5
30,0,-0.964,1,1,1,0,0.333,1,0.667,0,0.18,1,1,2,12,4,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.482,1,0.5,0,0.0
34,0,-0.627,1,6,6,5,0.333,1,0.667,1,0.13,0,1,3,1,2,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.09,1,0.75,0,2.5
31,0,-0.492,2,9,3,1,0.667,2,0.667,0,0.17,1,0,2,13,4,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.049,0,0.25,0,0.5
35,0,-0.614,4,9,3,2,0.333,2,0.667,0,0.14,0,0,3,25,2,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.061,1,0.66675,0,2.0
31,0,-0.22,4,13,7,7,1.0,2,1.0,0,0.22,0,2,4,6,4,1,5,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.016,0,0.75,0,1.167
27,1,-0.944,0,6,5,3,0.333,1,0.667,0,0.12,0,2,5,6,4,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.135,1,0.41675,0,3.0
37,0,0.696,4,17,3,0,0.667,2,0.667,1,0.11,0,1,3,2,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.039,0,0.6667500000000001,0,0.0
20,1,-0.801,1,1,1,0,0.333,1,0.667,0,0.13,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.4,1,0.83325,0,0.0
42,1,-0.523,1,10,10,2,0.667,2,0.667,0,0.13,0,2,4,2,4,1,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.048,0,0.66675,0,0.667
43,0,2.25,4,21,1,0,0.333,4,0.667,1,0.14,0,1,3,6,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.102,0,0.58325,0,0.0
38,1,-0.849,3,8,0,0,0.667,1,0.667,0,0.17,0,0,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.094,1,0.5,0,0.0
43,0,-0.172,3,10,8,7,0.667,2,0.667,1,0.13,0,1,3,9,5,2,4,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.016,0,0.66675,0,1.4
48,1,1.979,7,21,3,2,0.333,4,0.667,0,0.11,0,1,3,1,4,1,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.09,0,0.25,0,2.0
44,1,-0.104,4,10,2,2,0.333,2,0.667,0,0.11,0,0,1,1,4,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.009,0,0.5,0,2.0
34,1,-0.857,1,8,8,2,0.667,1,0.667,1,0.18,0,2,3,14,3,1,0,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.095,1,0.7502500000000001,0,2.0
27,0,-0.755,0,5,4,3,0.667,1,0.667,0,0.11,1,1,3,2,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.126,1,0.41675,0,3.0
21,0,-0.665,1,3,3,2,0.667,1,0.667,0,0.11,0,0,2,22,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.166,1,0.667,0,1.0
44,0,2.515,4,26,2,2,0.667,5,0.667,1,0.12,0,1,2,3,4,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.093,0,0.75,0,2.0
22,0,-0.815,0,3,2,2,0.667,1,1.0,0,0.2,0,0,3,6,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.204,1,0.5835,0,0.667
33,0,0.144,0,6,5,0,0.667,2,0.667,0,0.12,0,0,3,8,4,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.021,0,0.7502500000000001,0,0.0
32,1,-0.029,1,6,6,4,0.667,2,0.667,1,0.12,0,1,2,9,4,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.004,0,0.58325,0,4.0
30,1,-0.964,1,1,1,0,0.667,1,1.0,0,0.2,0,1,2,3,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.482,1,0.667,0,0.0
53,1,0.426,7,18,14,7,0.667,2,1.0,0,0.2,0,0,2,1,1,1,8,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.022,0,0.75,0,0.778
34,0,-0.833,1,10,10,9,0.667,1,0.667,0,0.12,0,1,4,1,5,1,8,8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.076,1,0.6665000000000001,0,1.0
45,1,-0.48,2,5,1,1,0.667,2,0.667,0,0.14,1,2,4,26,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.08,1,0.41675,0,1.0
26,1,-0.84,1,3,3,2,0.667,1,0.667,1,0.13,0,1,2,6,3,1,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.21,1,0.7502500000000001,0,2.0
37,0,0.659,1,10,10,7,0.667,3,0.667,0,0.15,0,1,2,3,3,1,7,8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.06,0,0.667,0,0.875
29,1,-0.198,1,6,6,0,0.667,2,0.667,0,0.14,0,1,5,3,2,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.028,0,0.33325,0,0.0
35,0,0.042,1,17,17,11,0.0,2,0.667,0,0.13,0,0,3,6,4,1,11,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.002,0,0.58325,0,0.917
33,0,0.281,3,15,13,11,0.667,2,1.0,0,0.23,0,1,2,6,3,2,4,7,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.018,0,0.5835,0,2.2
54,0,0.945,2,16,9,7,0.667,3,0.667,0,0.15,0,1,1,19,4,1,7,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.056,0,0.66675,0,0.875
36,0,0.529,2,13,3,2,0.333,2,0.667,1,0.11,0,1,2,9,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.038,0,0.5,0,2.0
27,0,-0.964,0,5,4,2,0.333,1,0.667,0,0.13,0,0,0,3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.161,1,0.66675,0,1.0
20,0,-0.964,1,1,1,0,0.667,1,0.667,1,0.11,1,0,5,10,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.482,1,0.8334999999999999,0,0.0
33,0,-0.687,1,10,10,8,0.667,1,0.667,1,0.11,1,0,3,3,3,2,9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.062,1,0.16675,0,0.8
35,0,-0.964,1,1,1,0,0.333,1,0.667,0,0.18,0,2,3,3,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.482,1,0.667,0,0.0
23,0,-0.804,2,5,3,2,1.0,1,0.667,0,0.16,0,1,3,4,3,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.134,1,0.25,1,2.0
25,0,-0.355,0,4,3,2,1.0,2,1.0,0,0.22,0,1,4,8,3,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.071,1,0.66675,0,1.0
38,1,-0.537,0,8,7,7,0.333,2,1.0,0,0.2,0,0,2,7,4,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.06,1,0.66675,0,7.0
29,0,-0.826,1,10,10,7,0.0,1,0.667,0,0.18,0,1,5,1,4,2,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.075,1,0.75,0,2.333
48,0,0.368,3,12,2,2,1.0,2,0.667,0,0.12,0,0,3,2,1,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.028,0,0.58325,0,0.667
27,1,-0.4,1,6,6,5,1.0,2,1.0,1,0.2,0,2,3,3,1,2,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.057,1,0.75,0,5.0
37,0,-0.393,3,4,1,0,1.0,1,0.667,0,0.17,0,0,2,10,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.079,1,0.66675,0,0.0
50,0,-0.715,1,20,20,8,1.0,1,0.667,1,0.11,0,3,3,28,1,1,3,8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.034,0,0.7502500000000001,0,2.0
34,1,0.479,1,9,8,7,0.333,3,0.667,0,0.14,0,0,3,9,3,1,7,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.048,0,0.6665,0,0.875
24,1,-0.415,9,4,2,2,0.667,2,0.667,0,0.14,1,0,3,3,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.083,1,0.3335,0,0.667
39,1,-0.421,1,20,20,7,0.333,2,0.667,0,0.11,0,0,4,2,4,1,11,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.02,0,0.5835,0,0.583
32,0,-0.234,1,10,10,7,0.667,2,0.667,0,0.12,0,0,2,10,3,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.021,0,0.83325,0,7.0
50,0,0.075,3,18,4,3,0.667,2,0.667,1,0.14,1,1,4,8,2,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.004,0,0.41675,0,1.5
38,1,0.259,0,10,9,7,1.0,2,0.667,0,0.13,0,0,4,1,4,1,1,8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.024,0,0.58325,0,3.5
27,1,0.212,1,9,9,7,0.667,3,0.667,0,0.11,0,0,3,1,2,1,0,7,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.021,0,0.5835,0,7.0
